"LocCode","UnitCode","VegType","Panel_type","Origin","Year","SegLenM","TransectLenM","pCoverEpsilon","WYear","pCoveru","pCoverl","pCovera"
"AC.1-9","AC","S","Annual","E",2013,74.04,163.31,45.34,6,45.34,-0.186942535420539,0.738730435194813
"AC.1-9","AC","S","Annual","E",2014,70.76,165.43,42.77,7,42.77,-0.291241314182193,0.712843807408831
"AC.1-9","AC","S","Annual","E",2015,61.11,168.24,36.32,8,36.32,-0.561501987803035,0.646831232256285
"AC.2-1","AC","S","Alternating","E",2007,34.32,34.32,99.39,0,100,5.0933478267947,1.5707963267949
"AC.2-1","AC","S","Alternating","E",2014,37.04,37.04,99.39,7,100,5.0933478267947,1.5707963267949
"AC.2-2","AC","S","Alternating","E",2007,2.95,487.34,0.61,0,0.61,-5.09334782679469,0.0781821197233669
"AC.2-2","AC","S","Alternating","E",2014,11.02,500.98,2.2,7,2.2,-3.7944672166765,0.148873280037637
"AC.2-3","AC","S","Alternating","E",2007,0,404.87,0.61,0,0,-5.09334782679469,0
"AC.2-3","AC","S","Alternating","E",2014,87.97,330.43,26.62,7,26.62,-1.01398860596017,0.542111310315607
"AC.2-4","AC","S","Alternating","E",2007,30.85,53.64,57.51,0,57.51,0.302690091598943,0.860783445686101
"AC.2-4","AC","S","Alternating","E",2014,31.13,54.18,57.46,7,57.46,0.300644243779052,0.860277747182063
"AC.2-5","AC","S","Alternating","E",2007,49.61,99.5,49.86,0,49.86,-0.00560001463473549,0.783998161568108
"AC.2-5","AC","S","Alternating","E",2014,81.78,163.96,49.88,7,49.88,-0.00480000921603178,0.784198162245445
"AC.3-1","AC","S","Alternating","E",2008,0,148.32,0.61,1,0,-5.09334782679469,0
"AC.3-1","AC","S","Alternating","E",2015,0,179.29,0.61,8,0,-5.09334782679469,0
"AC.3-2","AC","S","Alternating","E",2008,3.18,3.18,99.39,1,100,5.0933478267947,1.5707963267949
"AC.3-2","AC","S","Alternating","E",2009,0,0,0.61,2,0,-5.09334782679469,0
"AC.3-2","AC","S","Alternating","E",2015,0,5.98,0.61,8,0,-5.09334782679469,0
"AC.3-4","AC","S","Alternating","E",2008,1.01,150.77,0.67,1,0.67,-4.99892520682439,0.0819452075091184
"AC.3-4","AC","S","Alternating","E",2015,98.13,348.68,28.14,8,28.14,-0.93752772999913,0.559156664023194
"AC.3-5","AC","S","Alternating","E",2008,22.67,22.67,99.39,1,100,5.0933478267947,1.5707963267949
"AC.3-5","AC","S","Alternating","E",2009,25.2,25.2,99.39,2,100,5.0933478267947,1.5707963267949
"AC.3-5","AC","S","Alternating","E",2015,15.05,15.05,99.39,8,100,5.0933478267947,1.5707963267949
"AC.1-1","AC","T","Annual","E",2007,0,559.17,0.75,0,0,-4.88532399201908,0
"AC.1-1","AC","T","Annual","E",2008,0,559.17,0.75,1,0,-4.88532399201908,0
"AC.1-1","AC","T","Annual","E",2009,0,560,0.75,2,0,-4.88532399201908,0
"AC.1-1","AC","T","Annual","E",2012,0,516.28,0.75,5,0,-4.88532399201908,0
"AC.1-1","AC","T","Annual","E",2013,0,559.37,0.75,6,0,-4.88532399201908,0
"AC.1-1","AC","T","Annual","E",2014,0,559.17,0.75,7,0,-4.88532399201908,0
"AC.1-1","AC","T","Annual","E",2015,0,559.17,0.75,8,0,-4.88532399201908,0
"AC.1-11","AC","T","Annual","E",2008,0,543.71,0.75,1,0,-4.88532399201908,0
"AC.1-11","AC","T","Annual","E",2009,0,529.36,0.75,2,0,-4.88532399201908,0
"AC.1-11","AC","T","Annual","E",2012,0,536.95,0.75,5,0,-4.88532399201908,0
"AC.1-11","AC","T","Annual","E",2013,0,544.1,0.75,6,0,-4.88532399201908,0
"AC.1-11","AC","T","Annual","E",2014,0,545.56,0.75,7,0,-4.88532399201908,0
"AC.1-11","AC","T","Annual","E",2015,0,537.8,0.75,8,0,-4.88532399201908,0
"AC.1-12","AC","T","Annual","E",2008,0,320.63,0.75,1,0,-4.88532399201908,0
"AC.1-12","AC","T","Annual","E",2009,52.11,506.15,10.3,2,10.3,-2.16432687382916,0.326717739137774
"AC.1-12","AC","T","Annual","E",2012,0,538.44,0.75,5,0,-4.88532399201908,0
"AC.1-12","AC","T","Annual","E",2013,0,367.05,0.75,6,0,-4.88532399201908,0
"AC.1-12","AC","T","Annual","E",2015,4.16,556.68,0.75,8,0.75,-4.88532399201908,0.0867111605478023
"AC.1-13","AC","T","Annual","E",2008,0,571.79,0.75,1,0,-4.88532399201908,0
"AC.1-13","AC","T","Annual","E",2009,0,449.32,0.75,2,0,-4.88532399201908,0
"AC.1-13","AC","T","Annual","E",2012,0,384.69,0.75,5,0,-4.88532399201908,0
"AC.1-13","AC","T","Annual","E",2013,0,455.94,0.75,6,0,-4.88532399201908,0
"AC.1-13","AC","T","Annual","E",2014,0,447.55,0.75,7,0,-4.88532399201908,0
"AC.1-13","AC","T","Annual","E",2015,0,437.57,0.75,8,0,-4.88532399201908,0
"AC.1-14","AC","T","Annual","E",2008,0,300.46,0.75,1,0,-4.88532399201908,0
"AC.1-14","AC","T","Annual","E",2009,0,250,0.75,2,0,-4.88532399201908,0
"AC.1-14","AC","T","Annual","E",2012,0,329,0.75,5,0,-4.88532399201908,0
"AC.1-14","AC","T","Annual","E",2013,0,318.55,0.75,6,0,-4.88532399201908,0
"AC.1-14","AC","T","Annual","E",2014,0,310.19,0.75,7,0,-4.88532399201908,0
"AC.1-14","AC","T","Annual","E",2015,0,305.54,0.75,8,0,-4.88532399201908,0
"AC.1-15","AC","T","Annual","E",2008,0,460.54,0.75,1,0,-4.88532399201908,0
"AC.1-15","AC","T","Annual","E",2009,0,519.25,0.75,2,0,-4.88532399201908,0
"AC.1-15","AC","T","Annual","E",2012,0,515.54,0.75,5,0,-4.88532399201908,0
"AC.1-15","AC","T","Annual","E",2013,0,523.8,0.75,6,0,-4.88532399201908,0
"AC.1-15","AC","T","Annual","E",2015,0,535.04,0.75,8,0,-4.88532399201908,0
"AC.1-16","AC","T","Annual","E",2008,0,0,0.75,1,0,-4.88532399201908,0
"AC.1-16","AC","T","Annual","E",2009,0,0,0.75,2,0,-4.88532399201908,0
"AC.1-16","AC","T","Annual","E",2012,0,11.01,0.75,5,0,-4.88532399201908,0
"AC.1-16","AC","T","Annual","E",2013,0,8.85,0.75,6,0,-4.88532399201908,0
"AC.1-16","AC","T","Annual","E",2014,0,1.71,0.75,7,0,-4.88532399201908,0
"AC.1-16","AC","T","Annual","E",2015,0,0,0.75,8,0,-4.88532399201908,0
"AC.1-17","AC","T","Annual","E",2008,0,610.41,0.75,1,0,-4.88532399201908,0
"AC.1-17","AC","T","Annual","E",2009,0,608.92,0.75,2,0,-4.88532399201908,0
"AC.1-17","AC","T","Annual","E",2012,0,619.83,0.75,5,0,-4.88532399201908,0
"AC.1-17","AC","T","Annual","E",2013,0,616.28,0.75,6,0,-4.88532399201908,0
"AC.1-17","AC","T","Annual","E",2014,0,621.15,0.75,7,0,-4.88532399201908,0
"AC.1-17","AC","T","Annual","E",2015,0,617.54,0.75,8,0,-4.88532399201908,0
"AC.1-18","AC","T","Annual","E",2008,0,406.36,0.75,1,0,-4.88532399201908,0
"AC.1-18","AC","T","Annual","E",2009,0,445.89,0.75,2,0,-4.88532399201908,0
"AC.1-18","AC","T","Annual","E",2012,0,563.7,0.75,5,0,-4.88532399201908,0
"AC.1-18","AC","T","Annual","E",2013,0,450.52,0.75,6,0,-4.88532399201908,0
"AC.1-18","AC","T","Annual","E",2015,0,436.59,0.75,8,0,-4.88532399201908,0
"AC.1-19","AC","T","Annual","E",2008,0,248.86,0.75,1,0,-4.88532399201908,0
"AC.1-19","AC","T","Annual","E",2009,0,250,0.75,2,0,-4.88532399201908,0
"AC.1-19","AC","T","Annual","E",2012,0,258.71,0.75,5,0,-4.88532399201908,0
"AC.1-19","AC","T","Annual","E",2013,0,260.44,0.75,6,0,-4.88532399201908,0
"AC.1-19","AC","T","Annual","E",2014,0,245.02,0.75,7,0,-4.88532399201908,0
"AC.1-19","AC","T","Annual","E",2015,0,236.04,0.75,8,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2007,0,511.3,0.75,0,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2008,0,463.97,0.75,1,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2009,0,527.86,0.75,2,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2012,0,521.89,0.75,5,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2013,0,512.83,0.75,6,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2014,0,533.7,0.75,7,0,-4.88532399201908,0
"AC.1-2","AC","T","Annual","E",2015,0,546.66,0.75,8,0,-4.88532399201908,0
"AC.1-20","AC","T","Annual","E",2008,0,389.19,0.75,1,0,-4.88532399201908,0
"AC.1-20","AC","T","Annual","E",2009,0,389.85,0.75,2,0,-4.88532399201908,0
"AC.1-20","AC","T","Annual","E",2012,0,391.69,0.75,5,0,-4.88532399201908,0
"AC.1-20","AC","T","Annual","E",2013,0,392.06,0.75,6,0,-4.88532399201908,0
"AC.1-20","AC","T","Annual","E",2014,0,392.84,0.75,7,0,-4.88532399201908,0
"AC.1-20","AC","T","Annual","E",2015,0,392.28,0.75,8,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2007,0,583.57,0.75,0,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2008,0,582.88,0.75,1,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2009,0,581.08,0.75,2,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2012,0,583.02,0.75,5,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2013,0,582.01,0.75,6,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2014,0,589.07,0.75,7,0,-4.88532399201908,0
"AC.1-3","AC","T","Annual","E",2015,0,588.15,0.75,8,0,-4.88532399201908,0
"AC.1-4","AC","T","Annual","E",2007,44.33,502.69,8.82,0,8.82,-2.3358137047666,0.301533480082366
"AC.1-4","AC","T","Annual","E",2008,7.87,260.63,3.02,1,3.02,-3.46924794029043,0.174668277397395
"AC.1-4","AC","T","Annual","E",2009,0,512.82,0.75,2,0,-4.88532399201908,0
"AC.1-4","AC","T","Annual","E",2012,0,433.6,0.75,5,0,-4.88532399201908,0
"AC.1-4","AC","T","Annual","E",2013,0,386.41,0.75,6,0,-4.88532399201908,0
"AC.1-4","AC","T","Annual","E",2014,25.87,483.73,5.35,7,5.35,-2.87308931674742,0.233414395275758
"AC.1-4","AC","T","Annual","E",2015,27.18,586.89,4.63,8,4.63,-3.02520719549268,0.216870356191058
"AC.1-5","AC","T","Annual","E",2007,0,355.63,0.75,0,0,-4.88532399201908,0
"AC.1-5","AC","T","Annual","E",2008,0,344.64,0.75,1,0,-4.88532399201908,0
"AC.1-5","AC","T","Annual","E",2009,0,355.95,0.75,2,0,-4.88532399201908,0
"AC.1-5","AC","T","Annual","E",2012,0,359.4,0.75,5,0,-4.88532399201908,0
"AC.1-5","AC","T","Annual","E",2013,0,356.44,0.75,6,0,-4.88532399201908,0
"AC.1-5","AC","T","Annual","E",2014,0,357.74,0.75,7,0,-4.88532399201908,0
"AC.1-5","AC","T","Annual","E",2015,0,365.15,0.75,8,0,-4.88532399201908,0
"AC.1-6","AC","T","Annual","E",2008,0,526.16,0.75,1,0,-4.88532399201908,0
"AC.1-6","AC","T","Annual","E",2009,0,510.28,0.75,2,0,-4.88532399201908,0
"AC.1-6","AC","T","Annual","E",2012,0,613.64,0.75,5,0,-4.88532399201908,0
"AC.1-6","AC","T","Annual","E",2013,0,584.52,0.75,6,0,-4.88532399201908,0
"AC.1-6","AC","T","Annual","E",2015,7.86,589.81,1.33,8,1.33,-4.30660200663541,0.115582806636994
"AC.1-7","AC","T","Annual","E",2008,0,213.91,0.75,1,0,-4.88532399201908,0
"AC.1-7","AC","T","Annual","E",2009,0,213.78,0.75,2,0,-4.88532399201908,0
"AC.1-7","AC","T","Annual","E",2012,0,232.82,0.75,5,0,-4.88532399201908,0
"AC.1-7","AC","T","Annual","E",2013,0,230.04,0.75,6,0,-4.88532399201908,0
"AC.1-7","AC","T","Annual","E",2014,0,206.47,0.75,7,0,-4.88532399201908,0
"AC.1-7","AC","T","Annual","E",2015,0,236.03,0.75,8,0,-4.88532399201908,0
"AC.1-8","AC","T","Annual","E",2008,0,303.61,0.75,1,0,-4.88532399201908,0
"AC.1-8","AC","T","Annual","E",2009,0,301.6,0.75,2,0,-4.88532399201908,0
"AC.1-8","AC","T","Annual","E",2012,0,308.41,0.75,5,0,-4.88532399201908,0
"AC.1-8","AC","T","Annual","E",2013,0,308.55,0.75,6,0,-4.88532399201908,0
"AC.1-8","AC","T","Annual","E",2014,0,308.95,0.75,7,0,-4.88532399201908,0
"AC.1-8","AC","T","Annual","E",2015,0,309.31,0.75,8,0,-4.88532399201908,0
"AC.1-9","AC","T","Annual","E",2008,0,268.69,0.75,1,0,-4.88532399201908,0
"AC.1-9","AC","T","Annual","E",2009,0,299,0.75,2,0,-4.88532399201908,0
"AC.1-9","AC","T","Annual","E",2012,0,314.26,0.75,5,0,-4.88532399201908,0
"AC.1-9","AC","T","Annual","E",2013,0,215.01,0.75,6,0,-4.88532399201908,0
"AC.1-9","AC","T","Annual","E",2014,0,12.53,0.75,7,0,-4.88532399201908,0
"AC.1-9","AC","T","Annual","E",2015,0,301.34,0.75,8,0,-4.88532399201908,0
"AC.2-1","AC","T","Alternating","E",2007,0,296.18,0.75,0,0,-4.88532399201908,0
"AC.2-1","AC","T","Alternating","E",2014,0,303.7,0.75,7,0,-4.88532399201908,0
"AC.2-2","AC","T","Alternating","E",2007,0,428.32,0.75,0,0,-4.88532399201908,0
"AC.2-2","AC","T","Alternating","E",2014,0,449.04,0.75,7,0,-4.88532399201908,0
"AC.2-3","AC","T","Alternating","E",2007,0,268.88,0.75,0,0,-4.88532399201908,0
"AC.2-3","AC","T","Alternating","E",2014,0,295.73,0.75,7,0,-4.88532399201908,0
"AC.2-4","AC","T","Alternating","E",2007,0,343.66,0.75,0,0,-4.88532399201908,0
"AC.2-4","AC","T","Alternating","E",2014,0,351.68,0.75,7,0,-4.88532399201908,0
"AC.2-5","AC","T","Alternating","E",2007,0,312.9,0.75,0,0,-4.88532399201908,0
"AC.2-5","AC","T","Alternating","E",2014,0,339.58,0.75,7,0,-4.88532399201908,0
"AC.3-1","AC","T","Alternating","E",2008,0,0,0.75,1,0,-4.88532399201908,0
"AC.3-1","AC","T","Alternating","E",2015,0,4.79,0.75,8,0,-4.88532399201908,0
"AC.3-2","AC","T","Alternating","E",2008,0,603.26,0.75,1,0,-4.88532399201908,0
"AC.3-2","AC","T","Alternating","E",2009,0,604.82,0.75,2,0,-4.88532399201908,0
"AC.3-2","AC","T","Alternating","E",2015,0,594.31,0.75,8,0,-4.88532399201908,0
"AC.3-3","AC","T","Alternating","E",2008,0,544.64,0.75,1,0,-4.88532399201908,0
"AC.3-3","AC","T","Alternating","E",2015,0,544.64,0.75,8,0,-4.88532399201908,0
"AC.3-4","AC","T","Alternating","E",2008,0,517.33,0.75,1,0,-4.88532399201908,0
"AC.3-4","AC","T","Alternating","E",2015,0,337.58,0.75,8,0,-4.88532399201908,0
"AC.3-5","AC","T","Alternating","E",2008,0,554.9,0.75,1,0,-4.88532399201908,0
"AC.3-5","AC","T","Alternating","E",2009,0,557.39,0.75,2,0,-4.88532399201908,0
"AC.3-5","AC","T","Alternating","E",2015,0,555.62,0.75,8,0,-4.88532399201908,0
"AC.1-1","AC","A","Annual","E",2007,0,559.17,15.9929591238021,0,0,-1.65875204466046,0
"AC.1-1","AC","A","Annual","E",2008,0,559.17,15.9929591238021,1,0,-1.65875204466046,0
"AC.1-1","AC","A","Annual","E",2009,0,560,15.9929591238021,2,0,-1.65875204466046,0
"AC.1-1","AC","A","Annual","E",2012,0,558.39,15.9929591238021,5,0,-1.65875204466046,0
"AC.1-1","AC","A","Annual","E",2013,0,559.37,15.9929591238021,6,0,-1.65875204466046,0
"AC.1-1","AC","A","Annual","E",2014,0,559.17,15.9929591238021,7,0,-1.65875204466046,0
"AC.1-1","AC","A","Annual","E",2015,0,559.17,15.9929591238021,8,0,-1.65875204466046,0
"AC.1-10","AC","A","Annual","E",2008,781.13,1201.77,64.9982941827471,1,64.9982941827471,0.618964228271352,0.937726608682098
"AC.1-10","AC","A","Annual","E",2009,639.84,1196.56,53.4732900982817,2,53.4732900982817,0.139155724561913,0.820159059134822
"AC.1-10","AC","A","Annual","E",2012,972.71,1199.78,81.0740302388771,5,81.0740302388771,1.45482765049544,1.12071375908494
"AC.1-10","AC","A","Annual","E",2013,763.32,1177.74,64.8122675632992,6,64.8122675632992,0.610797388149777,0.935777731138622
"AC.1-10","AC","A","Annual","E",2014,730.5,1202.34,60.7565247766855,7,60.7565247766855,0.437089286123789,0.893810889487916
"AC.1-10","AC","A","Annual","E",2015,746.52,1189.1,62.7802539735935,8,62.7802539735935,0.522801169247209,0.914634924171965
"AC.1-11","AC","A","Annual","E",2008,186.54,762.47,24.465224861306,1,24.465224861306,-1.1273404322343,0.517401391170415
"AC.1-11","AC","A","Annual","E",2009,204.62,770.98,26.5402474772368,2,26.5402474772368,-1.01807531796598,0.541208639878252
"AC.1-11","AC","A","Annual","E",2012,173.75,765.05,22.7109339258872,5,22.7109339258872,-1.22470601838188,0.496737524935043
"AC.1-11","AC","A","Annual","E",2013,166.6,763.57,21.8185628036722,6,21.8185628036722,-1.27627113114094,0.486012037404334
"AC.1-11","AC","A","Annual","E",2014,172.13,768.04,22.4115931461903,7,22.4115931461903,-1.24183964366786,0.493156748725295
"AC.1-11","AC","A","Annual","E",2015,163.73,757.59,21.6119536952705,8,21.6119536952705,-1.28842487169625,0.483506508005693
"AC.1-12","AC","A","Annual","E",2008,505.95,1278.51,39.5734096721965,1,39.5734096721965,-0.423271825482893,0.680361402149735
"AC.1-12","AC","A","Annual","E",2009,355.57,1280.67,27.764373335832,2,27.764373335832,-0.956179704150848,0.554971520968052
"AC.1-12","AC","A","Annual","E",2012,365.24,1279.02,28.556238370002,5,28.556238370002,-0.917035170514245,0.563774503226431
"AC.1-12","AC","A","Annual","E",2013,357.97,1280.13,27.9635662003078,6,27.9635662003078,-0.946269560286061,0.557193023360658
"AC.1-12","AC","A","Annual","E",2015,204.43,1278.25,15.9929591238021,8,15.9929591238021,-1.65875204466046,0.411420809691428
"AC.1-13","AC","A","Annual","E",2008,768.45,1571.05,48.9131472582031,1,48.9131472582031,-0.0434809587794954,0.774528779901719
"AC.1-13","AC","A","Annual","E",2009,793.45,1565.83,50.6728061156064,2,50.6728061156064,0.0269138691092534,0.792126427608621
"AC.1-13","AC","A","Annual","E",2012,764.75,1559.71,49.031550736996,5,49.031550736996,-0.0387428158920953,0.775713065130006
"AC.1-13","AC","A","Annual","E",2013,719.29,1550.9,46.3788767812238,6,46.3788767812238,-0.145098966552027,0.749155201529636
"AC.1-13","AC","A","Annual","E",2014,794.71,1573.16,50.5167942230924,7,50.5167942230924,0.0206725050960721,0.790566197648445
"AC.1-13","AC","A","Annual","E",2015,759.48,1569.99,48.3748304129326,8,48.3748304129326,-0.0650296905873273,0.769143604592684
"AC.1-14","AC","A","Annual","E",2008,245.05,583.1,42.0253815812039,1,42.0253815812039,-0.32173154218113,0.7053099546107
"AC.1-14","AC","A","Annual","E",2009,234.6,585.6,40.0614754098361,2,40.0614754098361,-0.402904287246491,0.685346553604285
"AC.1-14","AC","A","Annual","E",2012,240.82,595.25,40.4569508609828,5,40.4569508609828,-0.386461098797101,0.689378574183357
"AC.1-14","AC","A","Annual","E",2013,248.72,602.49,41.2820129794685,6,41.2820129794685,-0.352319218711261,0.697770407876889
"AC.1-14","AC","A","Annual","E",2014,227.9,591.35,38.5389363321214,7,38.5389363321214,-0.466734799679006,0.66975937365352
"AC.1-14","AC","A","Annual","E",2015,241.84,587.72,41.1488463894371,8,41.1488463894371,-0.357815543621027,0.696417700562168
"AC.1-15","AC","A","Annual","E",2008,768.4,1418.78,54.1592072061912,1,54.1592072061912,0.166753623441104,0.827038352200381
"AC.1-15","AC","A","Annual","E",2009,665.41,1426.87,46.6342413814854,2,46.6342413814854,-0.134834251024426,0.75171510628832
"AC.1-15","AC","A","Annual","E",2012,632.18,1434.17,44.0798510636814,5,44.0798510636814,-0.237921975238113,0.726057467124931
"AC.1-15","AC","A","Annual","E",2013,589.35,1434.45,41.0854334413887,6,41.0854334413887,-0.360434728877858,0.695773320515396
"AC.1-15","AC","A","Annual","E",2015,632.87,1432.65,44.1747810002443,8,44.1747810002443,-0.234071660043905,0.727013383145792
"AC.1-16","AC","A","Annual","E",2008,960.46,1201.82,79.9171256926994,1,79.9171256926994,1.38112274151405,1.10611359182746
"AC.1-16","AC","A","Annual","E",2009,869.98,1216.01,71.5438195409577,2,71.5438195409577,0.921944746377285,1.00813002239874
"AC.1-16","AC","A","Annual","E",2012,878.81,1211.73,72.5252325187954,5,72.5252325187954,0.970666498721209,1.01906342314258
"AC.1-16","AC","A","Annual","E",2013,884.92,1198.7,73.8233085842997,6,73.8233085842997,1.03680514203698,1.03371362012811
"AC.1-16","AC","A","Annual","E",2014,800.28,1208.67,66.2116210380004,7,66.2116210380004,0.672739066239724,0.950498264022759
"AC.1-16","AC","A","Annual","E",2015,729.39,1207.59,60.4004670459345,8,60.4004670459345,0.422179513357827,0.890167834877943
"AC.1-17","AC","A","Annual","E",2008,250.92,874.43,28.6952643436296,1,28.6952643436296,-0.910230640255315,0.565312363978877
"AC.1-17","AC","A","Annual","E",2009,258.5,871.51,29.6611628093768,2,29.6611628093768,-0.863485555068372,0.575936705083074
"AC.1-17","AC","A","Annual","E",2012,236.67,873.54,27.0932069510269,5,27.0932069510269,-0.989898787336912,0.547449718339778
"AC.1-17","AC","A","Annual","E",2013,237.59,872.51,27.2306334597884,6,27.2306334597884,-0.982952507643344,0.548994550666414
"AC.1-17","AC","A","Annual","E",2014,245.48,874.02,28.0863138143292,7,28.0863138143292,-0.940184192080101,0.558559555757281
"AC.1-17","AC","A","Annual","E",2015,237.61,863.59,27.5142139209579,8,27.5142139209579,-0.968687747563011,0.552174646470758
"AC.1-18","AC","A","Annual","E",2008,510.5,1224.62,41.6864006793944,1,41.6864006793944,-0.335660377840041,0.701874256440579
"AC.1-18","AC","A","Annual","E",2009,333.55,1225.09,27.2265711090614,2,27.2265711090614,-0.983157525340787,0.548948920254622
"AC.1-18","AC","A","Annual","E",2012,321.56,1226.07,26.2268875349695,5,26.2268875349695,-1.03420920914643,0.537653464393069
"AC.1-18","AC","A","Annual","E",2013,339.34,1209.77,28.0499599097349,6,28.0499599097349,-0.941984787804679,0.558155023050527
"AC.1-18","AC","A","Annual","E",2015,202.42,1227.45,16.4910994337855,8,16.4910994337855,-1.62213241267613,0.418173861318226
"AC.1-19","AC","A","Annual","E",2008,817.85,1337.46,61.1494923212657,1,61.1494923212657,0.453600415519766,0.897838399949896
"AC.1-19","AC","A","Annual","E",2009,819,1334,61.3943028485757,2,61.3943028485757,0.463917183189333,0.900351193738039
"AC.1-19","AC","A","Annual","E",2012,933.98,1337.15,69.8485585012901,5,69.8485585012901,0.840096715496262,0.989505411101595
"AC.1-19","AC","A","Annual","E",2013,902.79,1336.81,67.5331572923602,6,67.5331572923602,0.732399352243685,0.964537723141373
"AC.1-19","AC","A","Annual","E",2014,843.79,1342.16,62.8680634201585,7,62.8680634201585,0.526560875425229,0.915543408778801
"AC.1-19","AC","A","Annual","E",2015,905.38,1340.23,67.5540765391015,8,67.5540765391015,0.733353601037986,0.964761118340147
"AC.1-2","AC","A","Annual","E",2007,683.93,1369.93,49.9244486944588,0,49.9244486944588,-0.00302205452163301,0.784642650054538
"AC.1-2","AC","A","Annual","E",2008,772.51,1381.34,55.9246818306862,1,55.9246818306862,0.238105871071788,0.844784509981813
"AC.1-2","AC","A","Annual","E",2009,685.32,1386.45,49.4298387969274,2,49.4298387969274,-0.0228074367342718,0.779696427792712
"AC.1-2","AC","A","Annual","E",2012,686.39,1376.51,49.8645124263536,5,49.8645124263536,-0.0054195162106051,0.784043286002893
"AC.1-2","AC","A","Annual","E",2013,674.63,1372.78,49.1433441629394,6,49.1433441629394,-0.0342695869519406,0.776831185861613
"AC.1-2","AC","A","Annual","E",2014,620.01,1373,45.1573197378004,7,45.1573197378004,-0.194316340557904,0.736895327131154
"AC.1-2","AC","A","Annual","E",2015,566.2,1372.11,41.2649131629388,8,41.2649131629388,-0.353024701063087,0.697596744274072
"AC.1-20","AC","A","Annual","E",2008,439.03,830.77,52.8461547720789,1,52.8461547720789,0.113969393443539,0.813875103941721
"AC.1-20","AC","A","Annual","E",2009,413.71,833.14,49.6567203591233,2,49.6567203591233,-0.0137314013872275,0.781965340019852
"AC.1-20","AC","A","Annual","E",2012,403.34,830.97,48.538455058546,5,48.538455058546,-0.0584784570052932,0.770780631831521
"AC.1-20","AC","A","Annual","E",2013,431.5,834.15,51.7293052808248,6,51.7293052808248,0.0691998122819286,0.802694665717408
"AC.1-20","AC","A","Annual","E",2014,398.92,832.97,47.8912805983409,7,47.8912805983409,-0.0843988393041498,0.764304713147156
"AC.1-20","AC","A","Annual","E",2015,373.26,798.15,46.7656455553467,8,46.7656455553467,-0.129555084139431,0.753032019878352
"AC.1-3","AC","A","Annual","E",2007,240.25,904.65,26.5572320787045,0,26.5572320787045,-1.01720432988874,0.541400950728983
"AC.1-3","AC","A","Annual","E",2008,310.74,907.1,34.2564215632235,1,34.2564215632235,-0.651887961896343,0.625237494948129
"AC.1-3","AC","A","Annual","E",2009,281.37,904.45,31.1095140693239,2,31.1095140693239,-0.795004392269448,0.591683394144661
"AC.1-3","AC","A","Annual","E",2012,317.55,910.92,34.860360953761,5,34.860360953761,-0.625182864212444,0.63158734486031
"AC.1-3","AC","A","Annual","E",2013,267.24,909.69,29.3770405302905,6,29.3770405302905,-0.877141861672213,0.57282219933307
"AC.1-3","AC","A","Annual","E",2014,294.94,916.48,32.1818261173184,7,32.1818261173184,-0.74542832347527,0.603211690742657
"AC.1-3","AC","A","Annual","E",2015,295.55,918.88,32.1641563642695,8,32.1641563642695,-0.746238046302263,0.603022563785521
"AC.1-4","AC","A","Annual","E",2007,505.49,1274.51,39.6615169751512,0,39.6615169751512,-0.419588721098605,0.681262107969975
"AC.1-4","AC","A","Annual","E",2008,450.32,1275.5,35.3053704429635,1,35.3053704429635,-0.6056431031989,0.636249794031956
"AC.1-4","AC","A","Annual","E",2009,438.18,1273.98,34.3945744831159,2,34.3945744831159,-0.645759565153742,0.626692362501504
"AC.1-4","AC","A","Annual","E",2012,303.5,1272.8,23.8450659962288,5,23.8450659962288,-1.16119255099901,0.510156814296913
"AC.1-4","AC","A","Annual","E",2013,313.06,1243.62,25.1732844438012,6,25.1732844438012,-1.08939169000497,0.525597391124252
"AC.1-4","AC","A","Annual","E",2014,308.65,1281.04,24.0937051145944,7,24.0937051145944,-1.14754900971537,0.513068993253667
"AC.1-4","AC","A","Annual","E",2015,335.56,1274.49,26.3289629577321,8,26.3289629577321,-1.02894015106053,0.538813034638521
"AC.1-5","AC","A","Annual","E",2007,466.18,1031.18,45.2084020248647,0,45.2084020248647,-0.192253905507918,0.737408537368747
"AC.1-5","AC","A","Annual","E",2008,395.81,1024.91,38.6190006927438,1,38.6190006927438,-0.463355928441183,0.670581759149994
"AC.1-5","AC","A","Annual","E",2009,484.45,1024.13,47.3035649771025,2,47.3035649771025,-0.107962144482327,0.758420725942257
"AC.1-5","AC","A","Annual","E",2012,507.62,1031.88,49.1937046943443,5,49.1937046943443,-0.0322546083017065,0.777334860845091
