"LocCode","UnitCode","CoverClass","Year","SegLenM","TransectLenM","pCoverEpsilon","Panel_type","WYear","pCoveru","pCoverl","pCovera"
"AC.1-9","AC","11-49%",2009,49,97,50.52,"Annual",2,50.52,0.0208007499580034,0.790598257140678
"AC.1-9","AC","11-49%",2012,64.07,96.14,66.64,"Annual",5,66.64,0.691947420368041,0.955033803675572
"AC.1-9","AC","11-49%",2013,30.35,99.75,30.43,"Annual",6,30.43,-0.82690447602667,0.584321925584817
"AC.1-9","AC","11-49%",2014,56.26,130.83,43,"Annual",7,43,-0.281851152140988,0.71516745604252
"AC.1-9","AC","11-49%",2015,47.57,78.92,60.28,"Annual",8,60.28,0.417145534581323,0.888936546387367
"AC.2-1","AC","11-49%",2007,66.35,90.07,73.66,"Alternating",0,73.66,1.02837121470178,1.03185799875442
"AC.2-1","AC","11-49%",2014,53.65,62.37,86.02,"Alternating",7,86.02,1.81695209054993,1.18758760431169
"AC.2-2","AC","11-49%",2007,18.68,157.57,11.86,"Alternating",0,11.86,-2.00575506584426,0.351582044498356
"AC.2-2","AC","11-49%",2014,159.49,201.25,79.25,"Alternating",7,79.25,1.34006116608068,1.0978381922781
"AC.2-3","AC","11-49%",2007,1.21,55.72,2.17,"Alternating",0,2.17,-3.80850411091697,0.14784723758432
"AC.2-3","AC","11-49%",2014,11.74,11.74,97.83,"Alternating",7,100,3.80850411091697,1.5707963267949
"AC.2-4","AC","11-49%",2007,56.74,111.48,50.9,"Alternating",0,50.9,0.0360038887560021,0.794398649468321
"AC.2-4","AC","11-49%",2014,33.95,43.74,77.62,"Alternating",7,77.62,1.24365742305698,1.078018488906
"AC.2-5","AC","11-49%",2007,65.84,115.42,57.04,"Alternating",0,57.04,0.283483325905431,0.856032872455672
"AC.2-5","AC","11-49%",2014,13.77,69.3,19.87,"Alternating",7,19.87,-1.39443925922625,0.462020620813448
"AC.3-1","AC","11-49%",2008,31.49,152.85,20.6,"Alternating",1,20.6,-1.34920729245755,0.471106163854162
"AC.3-1","AC","11-49%",2015,6.37,39.53,16.11,"Alternating",8,16.11,-1.65006621966932,0.413015014689902
"AC.3-2","AC","11-49%",2008,2.27,23.85,9.52,"Alternating",1,9.52,-2.25173398300459,0.313662992086102
"AC.3-2","AC","11-49%",2009,53.49,56.57,94.56,"Alternating",2,94.56,2.85545549278994,1.3353900505149
"AC.3-2","AC","11-49%",2015,20.77,24.56,84.57,"Alternating",8,84.57,1.70126592741906,1.1671106891022
"AC.3-4","AC","11-49%",2008,1.94,21.65,8.96,"Alternating",1,8.96,-2.31852874339118,0.303993096114498
"AC.3-4","AC","11-49%",2015,2.36,26.28,8.98,"Alternating",8,8.98,-2.31607938027439,0.304343050605156
"AC.3-5","AC","11-49%",2008,0,7,2.17,"Alternating",1,0,-3.80850411091697,0
"AC.3-5","AC","11-49%",2009,1.15,8.6,13.37,"Alternating",2,13.37,-1.8686327847882,0.374331180936267
"AC.3-5","AC","11-49%",2015,13,16.19,80.3,"Alternating",8,80.3,1.40515098520877,1.11090936002288
"AC.1-10","AC","50-100%",2008,5.23,399,1.31,"Annual",1,1.31,-4.32195648697086,0.114706610059477
"AC.1-10","AC","50-100%",2009,74.29,523.84,14.18,"Annual",2,14.18,-1.8004195584594,0.386083829742457
"AC.1-10","AC","50-100%",2012,0,171.6,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-10","AC","50-100%",2013,0,366,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-10","AC","50-100%",2014,136.89,408.44,33.52,"Annual",7,33.52,-0.68475887493331,0.61745822882325
"AC.1-10","AC","50-100%",2015,25.01,374.22,6.68,"Annual",8,6.68,-2.63691645960467,0.261424548187149
"AC.1-11","AC","50-100%",2008,0,32.22,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-11","AC","50-100%",2009,0,37,1.31,"Annual",2,0,-4.32195648697086,0
"AC.1-11","AC","50-100%",2012,5.45,54.35,10.03,"Annual",5,10.03,-2.19389567945518,0.322250221590098
"AC.1-11","AC","50-100%",2013,0,45.2,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-11","AC","50-100%",2014,0,45.67,1.31,"Annual",7,0,-4.32195648697086,0
"AC.1-11","AC","50-100%",2015,1.18,53.18,2.22,"Annual",8,2.22,-3.78521286126631,0.149553513097907
"AC.1-12","AC","50-100%",2008,0,32.38,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-12","AC","50-100%",2009,11.56,201.84,5.73,"Annual",2,5.73,-2.80044747468141,0.24172124495515
"AC.1-12","AC","50-100%",2012,8.76,40.85,21.44,"Annual",5,21.44,-1.29860432784361,0.48141462256732
"AC.1-12","AC","50-100%",2013,2.49,64.52,3.86,"Annual",6,3.86,-3.21513827898908,0.197755249377183
"AC.1-12","AC","50-100%",2015,117.08,173.71,67.4,"Annual",8,67.4,0.7263327295456,0.963116618837793
"AC.1-13","AC","50-100%",2008,0,80.86,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-13","AC","50-100%",2009,42.72,107.73,39.65,"Annual",2,39.65,-0.420069999462684,0.681144391457128
"AC.1-13","AC","50-100%",2012,34.88,118.69,29.39,"Annual",5,29.39,-0.876517297097429,0.572964449339021
"AC.1-13","AC","50-100%",2013,0,131.71,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-13","AC","50-100%",2014,7.47,76.02,9.83,"Annual",7,9.83,-2.21625784335274,0.318906420289669
"AC.1-13","AC","50-100%",2015,28.75,91.93,31.27,"Annual",8,31.27,-0.787526613663764,0.593415501287031
"AC.1-14","AC","50-100%",2008,0,37.59,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-14","AC","50-100%",2009,0,56,1.31,"Annual",2,0,-4.32195648697086,0
"AC.1-14","AC","50-100%",2012,0,18.51,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-14","AC","50-100%",2013,0,33.4,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-14","AC","50-100%",2014,4.47,36.88,12.12,"Annual",7,12.12,-1.98111526687524,0.355584013046489
"AC.1-14","AC","50-100%",2015,0,34.03,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-15","AC","50-100%",2008,18.36,94.62,19.4,"Annual",1,19.4,-1.4242255834433,0.456104651547548
"AC.1-15","AC","50-100%",2009,12.32,161.73,7.62,"Annual",2,7.62,-2.4951341353039,0.279675191313155
"AC.1-15","AC","50-100%",2012,48.2,147.29,32.72,"Annual",5,32.72,-0.720876503930146,0.60895910920868
"AC.1-15","AC","50-100%",2013,72.98,173.51,42.06,"Annual",6,42.06,-0.320310822066651,0.705660607871995
"AC.1-15","AC","50-100%",2015,5.36,120.71,4.44,"Annual",8,4.44,-3.06909994601348,0.212304355248819
"AC.1-16","AC","50-100%",2008,4.14,143.43,2.89,"Annual",1,2.89,-3.51458785448192,0.170829669129105
"AC.1-16","AC","50-100%",2009,19.82,239.69,8.27,"Annual",2,8.27,-2.40621497048596,0.291695041731558
"AC.1-16","AC","50-100%",2012,7.46,207.46,3.6,"Annual",5,3.6,-3.28757235615444,0.190893927111745
"AC.1-16","AC","50-100%",2013,11.21,192.62,5.82,"Annual",6,5.82,-2.78390758307206,0.243650353303256
"AC.1-16","AC","50-100%",2014,60.32,284.04,21.24,"Annual",7,21.24,-1.31051905739719,0.478973852404466
"AC.1-16","AC","50-100%",2015,33.34,355.73,9.37,"Annual",8,9.37,-2.26927218781636,0.311098465019004
"AC.1-17","AC","50-100%",2008,7.11,13.1,54.27,"Annual",1,54.27,0.17121705040535,0.828150237470847
"AC.1-17","AC","50-100%",2009,4.09,4.09,98.69,"Annual",2,100,4.32195648697085,1.5707963267949
"AC.1-17","AC","50-100%",2012,0,17.04,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-17","AC","50-100%",2013,9.35,9.35,98.69,"Annual",6,100,4.32195648697085,1.5707963267949
"AC.1-17","AC","50-100%",2015,0,8.44,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-18","AC","50-100%",2008,2.97,74.76,3.97,"Annual",1,3.97,-3.18589454795078,0.200591074533039
"AC.1-18","AC","50-100%",2009,6.91,188.51,3.67,"Annual",2,3.67,-3.26758813470305,0.192764010995806
"AC.1-18","AC","50-100%",2012,48.82,139.83,34.91,"Annual",5,34.91,-0.622997606467351,0.632108099383253
"AC.1-18","AC","50-100%",2013,0,136.01,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-18","AC","50-100%",2015,194.7,235.88,82.54,"Annual",8,82.54,1.55337047391298,1.13971698040368
"AC.1-19","AC","50-100%",2008,29.61,234.39,12.63,"Annual",1,12.63,-1.9340770379476,0.363328183523695
"AC.1-19","AC","50-100%",2009,87,228,38.16,"Annual",2,38.16,-0.482762557699081,0.665862741110093
"AC.1-19","AC","50-100%",2012,0,101.34,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-19","AC","50-100%",2013,19.98,125.26,15.95,"Annual",6,15.95,-1.66195303062377,0.410834483121395
"AC.1-19","AC","50-100%",2014,74.54,179.12,41.61,"Annual",7,41.61,-0.338804119300596,0.701099362928464
"AC.1-19","AC","50-100%",2015,0,121.21,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-2","AC","50-100%",2007,7.29,102.45,7.12,"Annual",0,7.12,-2.56840061196575,0.27010567457845
"AC.1-2","AC","50-100%",2008,0,24.26,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-2","AC","50-100%",2009,26.68,87.76,30.4,"Annual",2,30.4,-0.828321958928198,0.583995871575592
"AC.1-2","AC","50-100%",2012,10.95,67.97,16.11,"Annual",5,16.11,-1.65006621966932,0.413015014689902
"AC.1-2","AC","50-100%",2013,6.92,89.51,7.73,"Annual",6,7.73,-2.47961019899113,0.281741363408462
"AC.1-2","AC","50-100%",2014,38.93,99.98,38.94,"Annual",7,38.94,-0.449834987362678,0.67387577337551
"AC.1-2","AC","50-100%",2015,128.18,149.65,85.65,"Annual",8,85.65,1.7865192825645,1.18228194050951
"AC.1-20","AC","50-100%",2008,0,2.55,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-20","AC","50-100%",2009,0,29.58,1.31,"Annual",2,0,-4.32195648697086,0
"AC.1-20","AC","50-100%",2012,0,35.94,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-20","AC","50-100%",2013,10.59,10.59,98.69,"Annual",6,100,4.32195648697085,1.5707963267949
"AC.1-20","AC","50-100%",2014,3.18,41.21,7.72,"Annual",7,7.72,-2.48101306926887,0.281554088861565
"AC.1-20","AC","50-100%",2015,0,32.61,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-3","AC","50-100%",2007,7.88,80.83,9.75,"Annual",0,9.75,-2.22531631220323,0.317560429291521
"AC.1-3","AC","50-100%",2008,0,13.48,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-3","AC","50-100%",2009,0,42,1.31,"Annual",2,0,-4.32195648697086,0
"AC.1-3","AC","50-100%",2012,0,10.35,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-3","AC","50-100%",2013,48.88,60.44,80.87,"Annual",6,80.87,1.44158514365557,1.11811478426482
"AC.1-3","AC","50-100%",2014,20.27,24.18,83.83,"Annual",7,83.83,1.64563326506075,1.15696587169243
"AC.1-3","AC","50-100%",2015,4.5,28.89,15.58,"Annual",8,15.58,-1.68981629991175,0.405757739218658
"AC.1-4","AC","50-100%",2007,28.78,46.33,62.12,"Annual",0,62.12,0.494644729962609,0.907817596638312
"AC.1-4","AC","50-100%",2008,15.75,74.85,21.04,"Annual",1,21.04,-1.32251600725572,0.476524675208565
"AC.1-4","AC","50-100%",2009,0,87.04,1.31,"Annual",2,0,-4.32195648697086,0
"AC.1-4","AC","50-100%",2012,16.2,136.43,11.87,"Annual",5,11.87,-2.00479878848999,0.351736663169905
"AC.1-4","AC","50-100%",2013,27.73,156.14,17.76,"Annual",6,17.76,-1.53269306414283,0.435017366116723
"AC.1-4","AC","50-100%",2014,0,140.69,1.31,"Annual",7,0,-4.32195648697086,0
"AC.1-4","AC","50-100%",2015,0,111.19,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-5","AC","50-100%",2007,8.7,191.78,4.54,"Annual",0,4.54,-3.04578029952449,0.214718864909899
"AC.1-5","AC","50-100%",2008,18.67,265.57,7.03,"Annual",1,7.03,-2.58209015464519,0.268350642316721
"AC.1-5","AC","50-100%",2009,27.91,163.33,17.09,"Annual",2,17.09,-1.57926218500063,0.42618550439671
"AC.1-5","AC","50-100%",2012,0,140.5,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-5","AC","50-100%",2013,0,39.36,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-5","AC","50-100%",2014,0,182.28,1.31,"Annual",7,0,-4.32195648697086,0
"AC.1-5","AC","50-100%",2015,0,139.39,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-6","AC","50-100%",2008,0,25.2,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-6","AC","50-100%",2009,18.54,171.43,10.81,"Annual",2,10.81,-2.110297294027,0.335017444358056
"AC.1-6","AC","50-100%",2012,5.41,110.71,4.89,"Annual",5,4.89,-2.96784181300751,0.222976533871498
"AC.1-6","AC","50-100%",2013,6.09,127.51,4.78,"Annual",6,4.78,-2.99174945726301,0.220412447622878
"AC.1-6","AC","50-100%",2015,0,112.71,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-7","AC","50-100%",2008,0,51.4,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-7","AC","50-100%",2009,17.12,196.19,8.73,"Annual",2,8.73,-2.34705677667728,0.299942981213722
"AC.1-7","AC","50-100%",2012,18.62,71.91,25.89,"Annual",5,25.89,-1.05169368219982,0.533816052366165
"AC.1-7","AC","50-100%",2013,8.97,148.91,6.02,"Annual",6,6.02,-2.74799473435394,0.247887811193157
"AC.1-7","AC","50-100%",2014,76.62,167.13,45.84,"Annual",7,45.84,-0.166785556197535,0.743750019078883
"AC.1-7","AC","50-100%",2015,11.13,115.04,9.67,"Annual",8,9.67,-2.23444132169655,0.316209503741005
"AC.1-8","AC","50-100%",2008,0,58.47,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-8","AC","50-100%",2009,6.29,63.29,9.94,"Annual",2,9.94,-2.20390909420494,0.320749216825168
"AC.1-8","AC","50-100%",2012,0,46.97,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-8","AC","50-100%",2013,0,72.43,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-8","AC","50-100%",2014,14.9,68.7,21.69,"Annual",7,21.69,-1.28382398392406,0.484453981274692
"AC.1-8","AC","50-100%",2015,0,54.81,1.31,"Annual",8,0,-4.32195648697086,0
"AC.1-9","AC","50-100%",2008,0,79.21,1.31,"Annual",1,0,-4.32195648697086,0
"AC.1-9","AC","50-100%",2009,11,97,11.34,"Annual",2,11.34,-2.0564725310173,0.343462277221189
"AC.1-9","AC","50-100%",2012,0,96.14,1.31,"Annual",5,0,-4.32195648697086,0
"AC.1-9","AC","50-100%",2013,0,99.75,1.31,"Annual",6,0,-4.32195648697086,0
"AC.1-9","AC","50-100%",2014,0,130.83,1.31,"Annual",7,0,-4.32195648697086,0
"AC.1-9","AC","50-100%",2015,0,78.92,1.31,"Annual",8,0,-4.32195648697086,0
"AC.2-1","AC","50-100%",2007,20.6,90.07,22.87,"Alternating",0,22.87,-1.21566630191122,0.498633515101907
"AC.2-1","AC","50-100%",2014,2.73,62.37,4.38,"Alternating",7,4.38,-3.0833332788096,0.210843193920311
"AC.2-2","AC","50-100%",2007,96.51,157.57,61.25,"Alternating",0,61.25,0.45783309362548,0.898869681486708
"AC.2-2","AC","50-100%",2014,0,201.25,1.31,"Alternating",7,0,-4.32195648697086,0
"AC.2-3","AC","50-100%",2007,12.21,55.72,21.91,"Alternating",0,21.91,-1.27091885406721,0.487118153489004
"AC.2-3","AC","50-100%",2014,0,11.74,1.31,"Alternating",7,0,-4.32195648697086,0
"AC.2-4","AC","50-100%",2007,15.73,111.48,14.11,"Alternating",0,14.11,-1.80618364191341,0.385079482070876
"AC.2-4","AC","50-100%",2014,7.43,43.74,16.99,"Alternating",7,16.99,-1.5863361467831,0.42485565867466
"AC.2-5","AC","50-100%",2007,27.99,115.42,24.25,"Alternating",0,24.25,-1.13902182700599,0.514894338772787
"AC.2-5","AC","50-100%",2014,24.53,69.3,35.4,"Alternating",7,35.4,-0.601502590648827,0.637239509719045
"AC.3-1","AC","50-100%",2008,7.05,152.85,4.61,"Alternating",1,4.61,-3.02974589414856,0.216393979394217
"AC.3-1","AC","50-100%",2015,2.74,39.53,6.93,"Alternating",8,6.93,-2.59749208499581,0.266388381248352
"AC.3-2","AC","50-100%",2008,21.58,23.85,90.48,"Alternating",1,90.48,2.25173398300459,1.25713333470879
"AC.3-2","AC","50-100%",2009,0,56.57,1.31,"Alternating",2,0,-4.32195648697086,0
"AC.3-2","AC","50-100%",2015,1.81,24.56,7.37,"Alternating",8,7.37,-2.53119535706469,0.274927789672993
"AC.3-4","AC","50-100%",2008,0,21.65,1.31,"Alternating",1,0,-4.32195648697086,0
"AC.3-4","AC","50-100%",2015,0,26.28,1.31,"Alternating",8,0,-4.32195648697086,0
"AC.3-5","AC","50-100%",2008,0,7,1.31,"Alternating",1,0,-4.32195648697086,0
"AC.3-5","AC","50-100%",2009,0,8.6,1.31,"Alternating",2,0,-4.32195648697086,0
"AC.3-5","AC","50-100%",2015,0,16.19,1.31,"Alternating",8,0,-4.32195648697086,0
